File Name,Random,Dataset,Have Chili,Have Cucumber,Have Tomato,Have Lettuce,Have Basil,Have Healthy
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210721_s/20210721_100850.jpg,0.448185478,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210721_s/20210721_100852.jpg,0.307582694,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210721_s/20210721_100857.jpg,0.133767459,Train,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210721_s/20210721_100859.jpg,0.116663693,Train,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210721_s/20210721_100901.jpg,0.889724949,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210721_s/20210721_100904.jpg,0.370107848,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210721_s/20210721_100906.jpg,0.921408468,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210721_s/20210721_100908.jpg,0.373636062,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210721_s/20210721_100912.jpg,0.335682805,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210721_s/20210721_100914.jpg,0.182579864,Train,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210721_s/20210721_100915.jpg,0.080085416,Train,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210721_s/20210721_100921.jpg,0.007594505,Train,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210721_s/20210721_100922.jpg,0.767273946,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210721_s/20210721_100923.jpg,0.890148882,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210723_n/20210723_111654.jpg,0.7213768,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210723_n/20210723_111656.jpg,0.88259632,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210723_n/20210723_111658.jpg,0.599809281,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210723_n/20210723_111700.jpg,0.4774264,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210723_n/20210723_111701.jpg,0.94722015,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210723_n/20210723_111703.jpg,0.552430797,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210723_n/20210723_111708.jpg,0.176257399,Train,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210723_n/20210723_111709.jpg,0.573679302,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210723_n/20210723_111711.jpg,0.873769875,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210723_n/20210723_111724.jpg,0.754106226,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210723_n/20210723_111725.jpg,0.526501342,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210723_n/20210723_111728.jpg,0.736002855,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210723_n/20210723_111730.jpg,0.277085421,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210723_n/20210723_111731.jpg,0.677284679,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210723_n/20210723_111733.jpg,0.609601674,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210723_n/20210723_111735.jpg,0.060679852,Train,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210723_n/20210723_111743.jpg,0.944877814,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210723_n/20210723_111744.jpg,0.843004852,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210723_n/20210723_111745.jpg,0.783941108,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210723_n/20210723_111757.jpg,0.266311742,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210723_n/20210723_111758.jpg,0.778342019,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210723_n/20210723_111801.jpg,0.357498338,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210723_n/20210723_111803.jpg,0.056202986,Train,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210723_n/20210723_111804.jpg,0.901541541,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210723_n/20210723_111805.jpg,0.708538022,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210723_n/20210723_111809.jpg,0.258925562,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210723_n/20210723_111810.jpg,0.464122839,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210723_n/20210723_111812.jpg,0.183320295,Train,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_151246.jpg,0.329361155,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_151254.jpg,0.8448306,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_151303.jpg,0.419476182,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_151321.jpg,0.57838967,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_151351.jpg,0.269300923,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_151402.jpg,0.03672088,Train,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_151409.jpg,0.029325135,Train,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_151416.jpg,0.174431448,Train,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_151422.jpg,0.393912052,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_151429.jpg,0.072944088,Train,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_151443.jpg,0.476541588,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_151456.jpg,0.241055308,Test,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_151509.jpg,0.269598019,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_151515.jpg,0.387556567,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_151522.jpg,0.285816241,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_151527.jpg,0.461082773,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_151537.jpg,0.579350155,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_151544.jpg,0.552728429,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_151600.jpg,0.004297554,Train,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_151615.jpg,0.145275203,Train,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_151618.jpg,0.080513162,Train,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_151631.jpg,0.505544258,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_151640.jpg,0.478675493,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_151706.jpg,0.338314431,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_151718.jpg,0.415110198,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_151742.jpg,0.14737651,Train,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_151748.jpg,0.369467706,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_151754.jpg,0.576347252,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_151811.jpg,0.838897566,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_151822.jpg,0.477247791,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_151828.jpg,0.694890497,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_151840.jpg,0.051474791,Train,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_151847.jpg,0.742447049,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_151854.jpg,0.512451683,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_151907.jpg,0.546096243,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_151914.jpg,0.786907526,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_151923.jpg,0.725800971,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_151946.jpg,0.352689522,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_151956.jpg,0.385866135,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_152001.jpg,0.952093035,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_152006.jpg,0.717288447,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_152027.jpg,0.943349674,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_152033.jpg,0.489780653,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_152045.jpg,0.758641853,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_152048.jpg,0.622749615,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_152105.jpg,0.559964333,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_152112.jpg,0.622695805,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_152120.jpg,0.671325998,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_152125.jpg,0.348479681,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_152130.jpg,0.272889205,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_152138.jpg,0.831208789,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_152203.jpg,0.721292071,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_152213.jpg,0.360668382,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_152222.jpg,0.485464586,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_152229.jpg,0.953108204,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_152239.jpg,0.765928805,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_152259.jpg,0.959981414,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_152312.jpg,0.914115512,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_152317.jpg,0.21717069,Test,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_152325.jpg,0.520878443,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_152333.jpg,0.871981124,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_152339.jpg,0.935385665,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_152344.jpg,0.985192262,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_152358.jpg,0.275075699,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_152404.jpg,0.339560471,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_152410.jpg,0.653096588,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_152419.jpg,0.265399204,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_152433.jpg,0.104029566,Train,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_leafs_n/20210804_152446.jpg,0.508582879,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_sn/20210804_150541.jpg,0.757547532,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_sn/20210804_150544.jpg,0.491962445,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_sn/20210804_150550.jpg,0.524904902,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_sn/20210804_150559.jpg,0.443508033,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_sn/20210804_150601.jpg,0.049664867,Train,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_sn/20210804_150604.jpg,0.684628221,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_sn/20210804_150610.jpg,0.902656146,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_sn/20210804_150612.jpg,0.876360165,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_sn/20210804_150613.jpg,0.465950669,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_sn/20210804_150648.jpg,0.376468437,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_sn/20210804_150650.jpg,0.863707875,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_sn/20210804_150652.jpg,0.203018945,Test,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_sn/20210804_150658.jpg,0.04290982,Train,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_sn/20210804_150700.jpg,0.879539284,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_sn/20210804_150703.jpg,0.37052888,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_sn/20210804_150720.jpg,0.335496212,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_sn/20210804_150722.jpg,0.362668152,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_sn/20210804_150723.jpg,0.170575703,Train,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_sn/20210804_150730.jpg,0.959602617,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_sn/20210804_150731.jpg,0.547887555,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_sn/20210804_150733.jpg,0.96676888,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_sn/20210804_150747.jpg,0.395059646,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_sn/20210804_150748.jpg,0.592473996,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_sn/20210804_150751.jpg,0.589578598,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_sn/20210804_150759.jpg,0.014884826,Train,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_sn/20210804_150801.jpg,0.70250408,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_sn/20210804_150804.jpg,0.122900493,Train,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_sn/20210804_150820.jpg,0.882755678,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_sn/20210804_150824.jpg,0.586411623,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_sn/20210804_150825.jpg,0.760354378,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_sn/20210804_150831.jpg,0.808761682,Others,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
Dataset\Basil Dataset\Basil\genovese\grownup\healthy\GW20210804_sn/20210804_150833.jpg,0.151982585,Train,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
